timestamp,execucao,teste,servidor,caminho,num_requisicoes,num_threads,total_requisicoes,sucessos,falhas,taxa_sucesso_%,taxa_erro_%,tempo_total_s,requisicoes_por_segundo,latencia_media_ms,latencia_p50_ms,latencia_p95_ms,latencia_p99_ms,desvio_padrao_ms,cpu_percent,mem_usage,mem_percent
2025-11-17T16:34:38.035096,1,Cenario12_ArquivoGrande,nginx,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,12.67,0.39,2528.97,2479.21,2916.85,2916.85,302.35,34.0,30.0MiB,20.4
2025-11-17T16:34:51.566702,1,Cenario12_ArquivoGrande,apache,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,13.52,0.37,2693.84,2730.57,2835.87,2835.87,140.03,3.4,50.0MiB,20.0
2025-11-17T16:34:52.805723,1,Cenario1_BaixaCarga,nginx,/api/info,1000,100,1000,1000,0,100.0,0.0,1.21,825.58,51.78,47.69,102.94,133.08,27.74,38.0,152.0MiB,22.8
2025-11-17T16:34:53.404104,1,Cenario1_BaixaCarga,apache,/api/info,1000,100,1000,1000,0,100.0,0.0,0.58,1726.75,20.79,16.23,55.66,74.19,15.71,3.4,50.0MiB,6.0
2025-11-17T16:34:57.409262,1,Cenario2_MediaCarga,nginx,/api/status,5000,500,5000,5000,0,100.0,0.0,3.97,1258.27,64.58,58.58,129.84,166.77,34.44,57.5,30.0MiB,34.5
2025-11-17T16:34:59.198522,1,Cenario2_MediaCarga,apache,/api/status,5000,500,5000,5000,0,100.0,0.0,1.74,2877.3,33.74,30.2,72.33,94.95,20.23,3.45,50.0MiB,6.0
2025-11-17T16:35:05.110316,1,Cenario3_AltaCarga,nginx,/api/dados,10000,1000,10000,10000,0,100.0,0.0,5.82,1718.55,83.33,62.11,230.11,338.35,72.25,53.0,30.0MiB,31.8
2025-11-17T16:35:11.030769,1,Cenario3_AltaCarga,apache,/api/dados,10000,1000,10000,10000,0,100.0,0.0,5.83,1716.24,73.16,61.01,182.79,248.22,55.45,3.45,50.0MiB,6.0
2025-11-17T16:35:11.084627,1,Cenario4_ArquivoPequeno,nginx,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.01,486.47,0.82,0.75,1.23,1.23,0.25,5.5,30.0MiB,3.3
2025-11-17T16:35:11.118399,1,Cenario4_ArquivoPequeno,apache,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.02,242.38,1.28,1.26,1.57,1.57,0.19,3.45,50.0MiB,6.0
2025-11-17T16:35:11.134746,1,Cenario5_ArquivoPequeno,nginx,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.01,459.49,1.04,0.87,1.42,1.42,0.26,5.5,30.0MiB,3.3
2025-11-17T16:35:11.170602,1,Cenario5_ArquivoPequeno,apache,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.02,252.34,1.27,1.18,1.6,1.6,0.2,3.45,50.0MiB,6.0
2025-11-17T16:35:11.187661,1,Cenario6_ArquivoPequeno,nginx,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.01,411.04,1.22,1.2,1.58,1.58,0.22,5.5,30.0MiB,3.3
2025-11-17T16:35:11.224661,1,Cenario6_ArquivoPequeno,apache,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.02,214.48,1.75,1.78,1.92,1.92,0.15,3.45,50.0MiB,6.0
2025-11-17T16:35:11.243653,1,Cenario7_ArquivoMedio,nginx,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.01,392.01,1.32,1.25,1.63,1.63,0.18,5.5,30.0MiB,3.3
2025-11-17T16:35:11.282401,1,Cenario7_ArquivoMedio,apache,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.02,207.8,2.03,1.96,2.6,2.6,0.37,3.45,50.0MiB,6.0
2025-11-17T16:35:11.330208,1,Cenario8_ArquivoMedio,nginx,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.04,119.39,7.26,5.83,13.23,13.23,3.38,5.5,30.0MiB,3.3
2025-11-17T16:35:11.395636,1,Cenario8_ArquivoMedio,apache,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.05,99.72,6.31,6.13,7.1,7.1,0.61,3.45,50.0MiB,6.0
2025-11-17T16:35:11.465920,1,Cenario9_ArquivoMedio,nginx,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.06,78.17,11.37,11.44,12.27,12.27,0.62,5.5,30.0MiB,3.3
2025-11-17T16:35:11.551814,1,Cenario9_ArquivoMedio,apache,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.07,69.88,10.99,11.11,11.85,11.85,0.95,3.45,50.0MiB,6.0
2025-11-17T16:35:11.661352,1,Cenario10_ArquivoGrande,nginx,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.1,48.27,19.49,19.83,22.49,22.49,2.72,1.5,30.0MiB,0.9
2025-11-17T16:35:11.779621,1,Cenario10_ArquivoGrande,apache,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.1,49.13,17.49,14.96,27.76,27.76,5.75,3.45,50.0MiB,6.0
2025-11-17T16:35:15.701642,1,Cenario11_ArquivoGrande,nginx,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,3.92,1.28,779.8,721.6,1040.81,1040.81,146.24,0.5,30.0MiB,0.3
2025-11-17T16:35:19.746502,1,Cenario11_ArquivoGrande,apache,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.02,1.24,799.67,819.08,856.23,856.23,58.91,3.65,50.0MiB,6.0
2025-11-17T16:35:28.329670,1,Cenario12_ArquivoGrande,nginx,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.58,0.58,1710.88,1710.34,1733.86,1733.86,14.95,5.5,30.0MiB,3.3
2025-11-17T16:35:36.905210,1,Cenario12_ArquivoGrande,apache,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.56,0.58,1706.25,1719.15,1763.32,1763.32,53.73,3.65,50.0MiB,2.0
2025-11-17T16:35:37.277735,1,Cenario1_BaixaCarga,nginx,/api/info,1000,100,1000,1000,0,100.0,0.0,0.37,2731.64,15.74,13.04,37.35,50.52,10.52,5.5,30.0MiB,3.3
2025-11-17T16:35:37.659711,1,Cenario1_BaixaCarga,apache,/api/info,1000,100,1000,1000,0,100.0,0.0,0.37,2709.15,15.29,13.52,33.04,42.25,8.94,3.65,50.0MiB,2.0
2025-11-17T16:35:39.235825,1,Cenario2_MediaCarga,nginx,/api/status,5000,500,5000,5000,0,100.0,0.0,1.55,3221.33,32.64,26.7,77.09,139.35,25.33,5.5,30.0MiB,3.3
2025-11-17T16:35:42.029944,1,Cenario2_MediaCarga,apache,/api/status,5000,500,5000,5000,0,100.0,0.0,2.75,1815.16,61.6,54.12,143.2,188.16,44.23,3.65,50.0MiB,2.0
2025-11-17T16:35:45.279294,1,Cenario3_AltaCarga,nginx,/api/dados,10000,1000,10000,10000,0,100.0,0.0,3.19,3131.93,43.82,38.64,98.06,142.81,28.66,5.5,30.0MiB,3.3
2025-11-17T16:35:52.072689,1,Cenario3_AltaCarga,apache,/api/dados,10000,1000,10000,10000,0,100.0,0.0,6.71,1489.61,88.84,79.69,183.58,241.32,49.13,3.69,50.0MiB,2.0
2025-11-17T16:35:52.110768,1,Cenario4_ArquivoPequeno,nginx,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.01,679.68,0.68,0.67,0.79,0.79,0.1,5.5,30.0MiB,3.3
2025-11-17T16:35:52.185973,1,Cenario4_ArquivoPequeno,apache,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.06,80.56,10.44,11.12,12.05,12.05,1.45,3.69,50.0MiB,2.0
2025-11-17T16:35:52.204123,1,Cenario5_ArquivoPequeno,nginx,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.01,434.82,1.12,1.08,1.39,1.39,0.16,5.5,30.0MiB,3.3
2025-11-17T16:35:52.279198,1,Cenario5_ArquivoPequeno,apache,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.06,84.72,9.16,9.66,10.54,10.54,1.45,3.69,50.0MiB,2.0
2025-11-17T16:35:52.294652,1,Cenario6_ArquivoPequeno,nginx,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.01,476.64,0.97,0.84,1.38,1.38,0.27,5.5,30.0MiB,3.3
2025-11-17T16:35:52.366652,1,Cenario6_ArquivoPequeno,apache,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.06,87.3,8.49,8.66,10.09,10.09,1.1,3.69,50.0MiB,2.0
2025-11-17T16:35:52.388847,1,Cenario7_ArquivoMedio,nginx,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.02,289.72,2.02,1.99,2.33,2.33,0.3,5.5,30.0MiB,3.3
2025-11-17T16:35:52.454211,1,Cenario7_ArquivoMedio,apache,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.06,90.2,8.88,8.91,10.62,10.62,1.36,3.69,50.0MiB,2.0
2025-11-17T16:35:52.491786,1,Cenario8_ArquivoMedio,nginx,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.03,157.53,5.61,4.7,8.79,8.79,1.81,5.5,30.0MiB,3.3
2025-11-17T16:35:52.584612,1,Cenario8_ArquivoMedio,apache,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.07,67.28,12.27,11.07,17.38,17.38,2.89,3.69,50.0MiB,2.0
2025-11-17T16:35:52.635667,1,Cenario9_ArquivoMedio,nginx,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.04,114.48,7.38,7.1,9.42,9.42,1.17,5.5,30.0MiB,3.3
2025-11-17T16:35:52.734056,1,Cenario9_ArquivoMedio,apache,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.08,59.84,14.34,13.88,16.55,16.55,1.6,3.69,50.0MiB,2.0
2025-11-17T16:35:52.880588,1,Cenario10_ArquivoGrande,nginx,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.14,35.48,26.69,26.56,29.86,29.86,2.99,5.5,30.0MiB,3.3
2025-11-17T16:35:53.061435,1,Cenario10_ArquivoGrande,apache,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.17,29.73,31.11,30.35,40.2,40.2,5.73,3.69,50.0MiB,2.0
2025-11-17T16:35:57.439200,1,Cenario11_ArquivoGrande,nginx,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.37,1.14,870.93,852.87,922.28,922.28,36.02,5.5,30.0MiB,3.3
2025-11-17T16:36:01.807747,1,Cenario11_ArquivoGrande,apache,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.36,1.15,866.15,865.24,907.48,907.48,35.42,3.78,50.0MiB,4.0
2025-11-17T16:36:10.574597,1,Cenario12_ArquivoGrande,nginx,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.76,0.57,1747.28,1722.49,1829.28,1829.28,47.23,5.5,30.0MiB,3.3
2025-11-17T16:36:19.178287,1,Cenario12_ArquivoGrande,apache,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.59,0.58,1712.05,1721.33,1742.3,1742.3,33.22,3.78,120.0MiB,24.0
2025-11-17T16:36:19.551960,1,Cenario1_BaixaCarga,nginx,/api/info,1000,100,1000,1000,0,100.0,0.0,0.37,2721.28,17.47,14.5,42.04,59.45,12.54,0.5,30.0MiB,0.3
2025-11-17T16:36:19.962585,1,Cenario1_BaixaCarga,apache,/api/info,1000,100,1000,1000,0,100.0,0.0,0.39,2586.39,19.59,16.96,44.1,57.33,12.5,3.77,120.0MiB,24.0
2025-11-17T16:36:22.088447,1,Cenario2_MediaCarga,nginx,/api/status,5000,500,5000,5000,0,100.0,0.0,2.1,2384.98,48.4,31.07,149.0,215.17,46.04,0.5,30.0MiB,0.3
2025-11-17T16:36:23.656221,1,Cenario2_MediaCarga,apache,/api/status,5000,500,5000,5000,0,100.0,0.0,1.52,3298.05,29.41,25.88,66.26,85.35,18.86,3.77,120.0MiB,24.0
2025-11-17T16:36:30.496165,1,Cenario3_AltaCarga,nginx,/api/dados,10000,1000,10000,10000,0,100.0,0.0,6.78,1474.7,83.14,72.26,177.0,262.22,50.11,0.5,30.0MiB,0.3
2025-11-17T16:36:34.314256,1,Cenario3_AltaCarga,apache,/api/dados,10000,1000,10000,10000,0,100.0,0.0,3.73,2680.29,47.59,40.1,115.02,167.53,34.59,3.81,100.0MiB,20.0
2025-11-17T16:36:34.360482,1,Cenario4_ArquivoPequeno,nginx,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.01,430.87,0.56,0.53,0.75,0.75,0.14,0.5,30.0MiB,0.3
2025-11-17T16:36:34.393097,1,Cenario4_ArquivoPequeno,apache,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.01,335.92,1.06,0.99,1.39,1.39,0.27,3.81,100.0MiB,20.0
2025-11-17T16:36:34.416889,1,Cenario5_ArquivoPequeno,nginx,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.01,334.06,1.96,1.09,5.55,5.55,2.02,0.5,30.0MiB,0.3
2025-11-17T16:36:34.450723,1,Cenario5_ArquivoPequeno,apache,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.02,228.94,1.29,1.24,1.61,1.61,0.21,3.81,100.0MiB,20.0
2025-11-17T16:36:34.466352,1,Cenario6_ArquivoPequeno,nginx,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.01,463.69,1.19,0.96,1.8,1.8,0.39,0.5,30.0MiB,0.3
2025-11-17T16:36:34.488071,1,Cenario6_ArquivoPequeno,apache,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.01,349.21,1.35,1.37,1.41,1.41,0.07,3.81,100.0MiB,20.0
2025-11-17T16:36:34.514882,1,Cenario7_ArquivoMedio,nginx,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.02,225.91,3.44,1.61,6.94,6.94,2.66,0.5,30.0MiB,0.3
2025-11-17T16:36:34.552162,1,Cenario7_ArquivoMedio,apache,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.02,280.06,1.55,1.66,1.87,1.87,0.35,3.81,100.0MiB,20.0
2025-11-17T16:36:34.593076,1,Cenario8_ArquivoMedio,nginx,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.03,143.8,5.67,4.09,11.65,11.65,3.36,0.5,30.0MiB,0.3
2025-11-17T16:36:34.641496,1,Cenario8_ArquivoMedio,apache,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.04,125.45,5.76,4.48,9.23,9.23,2.19,3.81,100.0MiB,20.0
2025-11-17T16:36:34.698104,1,Cenario9_ArquivoMedio,nginx,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.05,96.95,8.47,6.67,11.92,11.92,2.71,0.5,30.0MiB,0.3
2025-11-17T16:36:34.766453,1,Cenario9_ArquivoMedio,apache,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.06,89.84,8.91,8.31,10.66,10.66,1.21,3.81,100.0MiB,20.0
2025-11-17T16:36:34.885675,1,Cenario10_ArquivoGrande,nginx,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.11,44.31,21.39,20.46,37.56,37.56,10.36,0.5,30.0MiB,0.3
2025-11-17T16:36:35.015108,1,Cenario10_ArquivoGrande,apache,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.12,43.28,19.68,18.13,28.73,28.73,6.68,3.81,100.0MiB,20.0
2025-11-17T16:36:39.356419,1,Cenario11_ArquivoGrande,nginx,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.33,1.15,862.5,875.23,883.48,883.48,22.19,0.5,30.0MiB,0.3
2025-11-17T16:36:43.753505,1,Cenario11_ArquivoGrande,apache,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.38,1.14,870.62,870.65,900.66,900.66,20.06,3.88,50.0MiB,20.0
2025-11-17T16:36:52.169675,1,Cenario12_ArquivoGrande,nginx,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.41,0.59,1677.77,1676.6,1708.16,1708.16,26.82,0.5,30.0MiB,0.3
2025-11-17T16:37:00.735674,1,Cenario12_ArquivoGrande,apache,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.55,0.58,1704.12,1715.43,1786.9,1786.9,62.63,3.88,110.0MiB,22.0
2025-11-17T16:37:01.065022,1,Cenario1_BaixaCarga,nginx,/api/info,1000,100,1000,1000,0,100.0,0.0,0.32,3098.02,17.59,15.06,39.79,52.83,11.52,0.5,30.0MiB,0.3
2025-11-17T16:37:01.411707,1,Cenario1_BaixaCarga,apache,/api/info,1000,100,1000,1000,0,100.0,0.0,0.33,3073.98,13.98,12.58,27.86,38.4,7.79,3.87,110.0MiB,22.0
2025-11-17T16:37:03.029351,1,Cenario2_MediaCarga,nginx,/api/status,5000,500,5000,5000,0,100.0,0.0,1.58,3173.3,30.97,25.07,75.78,106.47,22.42,0.5,30.0MiB,0.3
2025-11-17T16:37:04.936394,1,Cenario2_MediaCarga,apache,/api/status,5000,500,5000,5000,0,100.0,0.0,1.87,2680.11,35.17,29.24,85.22,126.22,25.18,3.87,110.0MiB,22.0
2025-11-17T16:37:10.274533,1,Cenario3_AltaCarga,nginx,/api/dados,10000,1000,10000,10000,0,100.0,0.0,5.29,1890.63,80.89,65.78,207.31,278.45,64.5,5.5,30.0MiB,3.3
2025-11-17T16:37:13.820431,1,Cenario3_AltaCarga,apache,/api/dados,10000,1000,10000,10000,0,100.0,0.0,3.47,2883.01,47.4,40.39,112.48,167.35,34.14,3.97,50.0MiB,22.0
2025-11-17T16:37:13.860924,1,Cenario4_ArquivoPequeno,nginx,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.01,463.43,0.68,0.48,1.48,1.48,0.45,5.5,30.0MiB,3.3
2025-11-17T16:37:13.890153,1,Cenario4_ArquivoPequeno,apache,/estatico/pequeno-1kb.txt,5,1,5,5,0,100.0,0.0,0.02,280.68,0.91,0.77,1.29,1.29,0.28,3.97,50.0MiB,2.0
2025-11-17T16:37:13.905588,1,Cenario5_ArquivoPequeno,nginx,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.01,489.42,1.1,0.77,2.63,2.63,0.86,5.5,30.0MiB,3.3
2025-11-17T16:37:13.935726,1,Cenario5_ArquivoPequeno,apache,/estatico/pequeno-10kb.txt,5,1,5,5,0,100.0,0.0,0.02,270.18,1.39,1.44,1.59,1.59,0.2,3.97,50.0MiB,2.0
2025-11-17T16:37:13.959908,1,Cenario6_ArquivoPequeno,nginx,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.02,259.9,1.38,1.24,2.38,2.38,0.58,5.5,30.0MiB,3.3
2025-11-17T16:37:13.993891,1,Cenario6_ArquivoPequeno,apache,/estatico/pequeno-50kb.txt,5,1,5,5,0,100.0,0.0,0.02,243.77,1.55,1.47,2.34,2.34,0.5,3.97,50.0MiB,2.0
2025-11-17T16:37:14.013278,1,Cenario7_ArquivoMedio,nginx,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.01,383.98,1.7,1.55,3.18,3.18,0.94,5.5,30.0MiB,3.3
2025-11-17T16:37:14.043594,1,Cenario7_ArquivoMedio,apache,/estatico/medio-100kb.txt,5,1,5,5,0,100.0,0.0,0.02,246.77,2.16,2.15,2.43,2.43,0.18,3.97,50.0MiB,2.0
2025-11-17T16:37:14.091018,1,Cenario8_ArquivoMedio,nginx,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.04,117.37,7.82,5.42,16.44,16.44,4.84,5.5,30.0MiB,3.3
2025-11-17T16:37:14.149170,1,Cenario8_ArquivoMedio,apache,/estatico/medio-500kb.txt,5,1,5,5,0,100.0,0.0,0.05,110.71,7.21,6.92,9.53,9.53,2.13,3.97,50.0MiB,2.0
2025-11-17T16:37:14.203915,1,Cenario9_ArquivoMedio,nginx,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.05,100.26,8.68,6.78,15.92,15.92,4.09,5.5,30.0MiB,3.3
2025-11-17T16:37:14.269520,1,Cenario9_ArquivoMedio,apache,/estatico/medio-700kb.txt,5,1,5,5,0,100.0,0.0,0.06,90.63,8.19,6.69,12.12,12.12,2.4,3.97,50.0MiB,2.0
2025-11-17T16:37:14.352371,1,Cenario10_ArquivoGrande,nginx,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.08,64.02,14.92,12.98,24.09,24.09,5.19,5.5,30.0MiB,3.3
2025-11-17T16:37:14.499848,1,Cenario10_ArquivoGrande,apache,/estatico/grande-1mb.txt,5,1,5,5,0,100.0,0.0,0.13,37.17,24.33,22.97,32.13,32.13,4.94,3.97,50.0MiB,2.0
2025-11-17T16:37:18.776011,1,Cenario11_ArquivoGrande,nginx,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.26,1.17,847.81,841.33,875.71,875.71,17.43,5.5,30.0MiB,3.3
2025-11-17T16:37:23.256019,1,Cenario11_ArquivoGrande,apache,/estatico/grande-5mb.txt,5,1,5,5,0,100.0,0.0,4.45,1.12,885.73,876.33,940.89,940.89,34.8,3.97,50.0MiB,2.0
2025-11-17T16:37:31.855408,1,Cenario12_ArquivoGrande,nginx,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.59,0.58,1713.99,1723.5,1742.53,1742.53,30.28,5.5,30.0MiB,3.3
2025-11-17T16:37:40.612331,1,Cenario12_ArquivoGrande,apache,/estatico/grande-7mb.txt,5,1,5,5,0,100.0,0.0,8.74,0.57,1742.84,1732.38,1796.03,1796.03,39.55,3.99,50.0MiB,2.0
